assinante_hash,home_cluster,home_municipio,income_cluster,age_group,mobility_pattern,flag_flagship
192041,CBD_BEIRAMAR,Florianópolis,D,45-54,INTENSA,0
192042,CBD_BEIRAMAR,Florianópolis,B,18-24,MODERADA,1
192043,SAO_JOSE_KOBRASOL,São José,D,55+,INTENSA,1
192044,SAO_JOSE_BARREIROS,São José,C,45-54,MODERADA,0
192045,LAGOA_CONCEICAO,Florianópolis,B,25-34,BAIXA,1
192046,SAO_JOSE_KOBRASOL,São José,B,25-34,MODERADA,0
192047,TRINDADE,Florianópolis,B,55+,BAIXA,0
192048,JURERE,Florianópolis,D,45-54,MODERADA,0
192049,COQUEIROS,Florianópolis,D,18-24,MODERADA,0
192050,JURERE,Florianópolis,B,45-54,MODERADA,0
192051,SAO_JOSE_CENTRO,São José,B,55+,INTENSA,1
192052,CENTRO_HISTORICO,Florianópolis,C,18-24,MODERADA,0
192053,BIGUACU_BR101_NORTE,Biguaçu,B,18-24,MODERADA,0
192054,CBD_BEIRAMAR,Florianópolis,C,18-24,BAIXA,0
192055,PALHOCA_CENTRO,Palhoça,C,25-34,INTENSA,0
192056,ESTREITO_CAPOEIRAS,Florianópolis,C,45-54,INTENSA,0
192057,JURERE,Florianópolis,D,35-44,BAIXA,0
192058,SAO_JOSE_CENTRO,São José,D,18-24,BAIXA,0
192059,ESTREITO_CAPOEIRAS,Florianópolis,C,55+,BAIXA,0
192060,PALHOCA_BR101_SUL,Palhoça,C,35-44,MODERADA,0
192061,ESTREITO_CAPOEIRAS,Florianópolis,C,18-24,MODERADA,0
192062,VIA_EXPRESSA_CORREDOR,Florianópolis,C,25-34,BAIXA,0
192063,CAMPECHE,Florianópolis,C,45-54,BAIXA,0
192064,SAO_JOSE_BARREIROS,São José,D,55+,MODERADA,0
192065,SAO_JOSE_KOBRASOL,São José,B,18-24,MODERADA,0
192066,PALHOCA_PEDRA_BRANCA,Palhoça,B,55+,INTENSA,0
192067,TRINDADE,Florianópolis,B,45-54,MODERADA,0
192068,INGLESES,Florianópolis,B,35-44,INTENSA,1
192069,CENTRO_HISTORICO,Florianópolis,B,55+,INTENSA,0
192070,CANASVIEIRAS,Florianópolis,B,25-34,MODERADA,1
192071,LAGOA_CONCEICAO,Florianópolis,D,18-24,MODERADA,0
192072,SAO_JOSE_KOBRASOL,São José,D,25-34,MODERADA,0
192073,NORTE_ILHA,Florianópolis,C,45-54,MODERADA,0
192074,SAO_JOSE_BARREIROS,São José,A,25-34,INTENSA,1
192075,PALHOCA_PEDRA_BRANCA,Palhoça,B,18-24,BAIXA,1
192076,COQUEIROS,Florianópolis,C,25-34,INTENSA,0
192077,UFSC,Florianópolis,D,25-34,MODERADA,0
192078,COQUEIROS,Florianópolis,C,35-44,BAIXA,0
192079,VIA_EXPRESSA_CORREDOR,Florianópolis,C,35-44,INTENSA,0
192080,SAO_JOSE_CENTRO,São José,B,55+,BAIXA,0
192081,CENTRO_HISTORICO,Florianópolis,C,45-54,MODERADA,0
192082,VIA_EXPRESSA_CORREDOR,Florianópolis,C,45-54,BAIXA,0
192083,SAO_JOSE_CENTRO,São José,B,18-24,BAIXA,1
192084,CENTRO_HISTORICO,Florianópolis,C,55+,INTENSA,0
192085,JURERE,Florianópolis,A,45-54,INTENSA,1
192086,UFSC,Florianópolis,D,25-34,MODERADA,0
192087,ESTREITO_CAPOEIRAS,Florianópolis,B,18-24,BAIXA,0
192088,SAO_JOSE_ROCADO,São José,D,18-24,INTENSA,0
192089,UFSC,Florianópolis,C,45-54,MODERADA,0
192090,ESTREITO_CAPOEIRAS,Florianópolis,B,45-54,INTENSA,0
192091,COQUEIROS,Florianópolis,D,55+,MODERADA,0
192092,UFSC,Florianópolis,B,18-24,MODERADA,0
192093,LAGOA_CONCEICAO,Florianópolis,D,18-24,BAIXA,0
192094,JURERE,Florianópolis,C,35-44,MODERADA,0
192095,SAO_JOSE_BARREIROS,São José,B,45-54,MODERADA,1
192096,SAO_JOSE_ROCADO,São José,C,18-24,BAIXA,1
192097,CBD_BEIRAMAR,Florianópolis,A,55+,BAIXA,0
192098,CENTRO_HISTORICO,Florianópolis,C,18-24,MODERADA,0
192099,VIA_EXPRESSA_CORREDOR,Florianópolis,C,18-24,BAIXA,0
192100,RESIDENCIAL_NORTE,Florianópolis,C,25-34,MODERADA,0
192101,CAMPECHE,Florianópolis,D,35-44,BAIXA,0
192102,SAO_JOSE_ROCADO,São José,D,35-44,INTENSA,0
192103,SC401_CORREDOR,Florianópolis,C,18-24,BAIXA,0
192104,CAMPECHE,Florianópolis,B,55+,MODERADA,0
192105,SAO_JOSE_CENTRO,São José,A,35-44,INTENSA,0
192106,SAO_JOSE_CENTRO,São José,D,55+,BAIXA,0
192107,TRINDADE,Florianópolis,B,55+,MODERADA,0
192108,PALHOCA_CENTRO,Palhoça,C,18-24,MODERADA,0
192109,UFSC,Florianópolis,B,35-44,MODERADA,0
192110,ESTREITO_CAPOEIRAS,Florianópolis,B,35-44,INTENSA,0
192111,CBD_BEIRAMAR,Florianópolis,D,35-44,MODERADA,0
192112,CANASVIEIRAS,Florianópolis,C,25-34,INTENSA,1
192113,LAGOA_CONCEICAO,Florianópolis,D,55+,INTENSA,0
192114,CBD_BEIRAMAR,Florianópolis,C,55+,MODERADA,0
192115,SAO_JOSE_KOBRASOL,São José,C,18-24,INTENSA,0
192116,COQUEIROS,Florianópolis,D,35-44,MODERADA,0
192117,SANTO_AMARO,Santo Amaro da Imperatriz,C,45-54,BAIXA,0
192118,LAGOA_CONCEICAO,Florianópolis,D,25-34,MODERADA,0
192119,SAO_JOSE_KOBRASOL,São José,B,25-34,INTENSA,1
192120,CENTRO_HISTORICO,Florianópolis,A,45-54,MODERADA,0
192121,BIGUACU_BR101_NORTE,Biguaçu,D,25-34,MODERADA,1
192122,TRINDADE,Florianópolis,B,25-34,MODERADA,1
192123,TRINDADE,Florianópolis,D,25-34,BAIXA,0
192124,CENTRO_HISTORICO,Florianópolis,B,35-44,MODERADA,1
192125,COQUEIROS,Florianópolis,C,25-34,MODERADA,0
192126,PALHOCA_CENTRO,Palhoça,D,45-54,MODERADA,0
192127,COQUEIROS,Florianópolis,B,55+,INTENSA,0
192128,AEROPORTO_HLZ,Florianópolis,C,55+,BAIXA,0
192129,BIGUACU_BR101_NORTE,Biguaçu,D,25-34,MODERADA,0
192130,CENTRO_HISTORICO,Florianópolis,B,25-34,MODERADA,1
192131,CAMPECHE,Florianópolis,D,55+,INTENSA,0
192132,CBD_BEIRAMAR,Florianópolis,D,35-44,BAIXA,0
192133,CENTRO_HISTORICO,Florianópolis,B,25-34,BAIXA,0
192134,PALHOCA_CENTRO,Palhoça,C,35-44,BAIXA,0
192135,BIGUACU_BR101_NORTE,Biguaçu,C,35-44,BAIXA,0
192136,SAO_JOSE_BARREIROS,São José,D,18-24,INTENSA,1
192137,TRINDADE,Florianópolis,B,18-24,INTENSA,1
192138,LAGOA_CONCEICAO,Florianópolis,C,35-44,MODERADA,0
192139,CBD_BEIRAMAR,Florianópolis,C,35-44,BAIXA,0
192140,LAGOA_CONCEICAO,Florianópolis,B,35-44,BAIXA,0
192141,ESTREITO_CAPOEIRAS,Florianópolis,D,18-24,BAIXA,1
192142,CBD_BEIRAMAR,Florianópolis,D,25-34,MODERADA,0
192143,TRINDADE,Florianópolis,B,45-54,INTENSA,0
192144,CBD_BEIRAMAR,Florianópolis,C,18-24,INTENSA,0
192145,PALHOCA_PEDRA_BRANCA,Palhoça,D,55+,MODERADA,0
192146,TRINDADE,Florianópolis,C,55+,BAIXA,0
192147,NORTE_ILHA,Florianópolis,B,35-44,BAIXA,0
192148,SAO_JOSE_CENTRO,São José,C,55+,MODERADA,0
192149,CBD_BEIRAMAR,Florianópolis,A,25-34,MODERADA,0
192150,CAMPECHE,Florianópolis,C,45-54,BAIXA,0
192151,NORTE_ILHA,Florianópolis,C,45-54,MODERADA,0
192152,INGLESES,Florianópolis,C,35-44,MODERADA,0
192153,GOV_CELSO_RAMOS,Governador Celso Ramos,C,18-24,BAIXA,0
192154,TRINDADE,Florianópolis,C,25-34,MODERADA,1
192155,SC401_CORREDOR,Florianópolis,C,55+,BAIXA,0
192156,BIGUACU_BR101_NORTE,Biguaçu,C,25-34,MODERADA,1
192157,SAO_JOSE_BARREIROS,São José,C,45-54,BAIXA,0
192158,NORTE_ILHA,Florianópolis,C,18-24,INTENSA,0
192159,PALHOCA_PEDRA_BRANCA,Palhoça,D,45-54,BAIXA,0
192160,RESIDENCIAL_NORTE,Florianópolis,D,55+,BAIXA,0
192161,SAO_JOSE_KOBRASOL,São José,B,25-34,MODERADA,1
192162,COQUEIROS,Florianópolis,C,55+,BAIXA,0
192163,TRINDADE,Florianópolis,C,25-34,INTENSA,0
192164,SAO_JOSE_CENTRO,São José,D,55+,BAIXA,0
192165,SAO_JOSE_ROCADO,São José,C,55+,BAIXA,0
192166,SAO_JOSE_BARREIROS,São José,C,45-54,MODERADA,0
192167,CENTRO_HISTORICO,Florianópolis,C,55+,BAIXA,0
192168,COQUEIROS,Florianópolis,A,55+,INTENSA,0
192169,BIGUACU_BR101_NORTE,Biguaçu,C,55+,BAIXA,0
192170,RESIDENCIAL_NORTE,Florianópolis,D,35-44,MODERADA,0
192171,PALHOCA_CENTRO,Palhoça,B,18-24,MODERADA,1
192172,SAO_JOSE_CENTRO,São José,C,55+,BAIXA,1
192173,PALHOCA_PEDRA_BRANCA,Palhoça,C,45-54,INTENSA,0
192174,PALHOCA_CENTRO,Palhoça,C,45-54,MODERADA,0
192175,LAGOA_CONCEICAO,Florianópolis,D,55+,BAIXA,0
192176,ESTREITO_CAPOEIRAS,Florianópolis,D,35-44,BAIXA,0
192177,CAMPECHE,Florianópolis,A,18-24,MODERADA,0
192178,AEROPORTO_HLZ,Florianópolis,B,55+,BAIXA,0
192179,COQUEIROS,Florianópolis,B,25-34,INTENSA,0
192180,PALHOCA_PEDRA_BRANCA,Palhoça,A,25-34,INTENSA,0
192181,SAO_JOSE_CENTRO,São José,C,35-44,BAIXA,1
192182,RESIDENCIAL_NORTE,Florianópolis,C,18-24,MODERADA,0
192183,TRINDADE,Florianópolis,B,45-54,INTENSA,1
192184,SC401_CORREDOR,Florianópolis,C,45-54,MODERADA,0
192185,SC401_CORREDOR,Florianópolis,D,55+,MODERADA,0
192186,GOV_CELSO_RAMOS,Governador Celso Ramos,A,45-54,MODERADA,0
192187,SAO_JOSE_CENTRO,São José,B,18-24,BAIXA,0
192188,PALHOCA_CENTRO,Palhoça,C,25-34,MODERADA,0
192189,SC401_CORREDOR,Florianópolis,D,25-34,MODERADA,0
192190,BIGUACU_BR101_NORTE,Biguaçu,B,35-44,MODERADA,0
192191,SAO_JOSE_BARREIROS,São José,A,18-24,BAIXA,1
192192,CENTRO_HISTORICO,Florianópolis,D,25-34,INTENSA,0
192193,SAO_JOSE_BARREIROS,São José,C,55+,MODERADA,1
192194,CENTRO_HISTORICO,Florianópolis,C,18-24,MODERADA,0
192195,PALHOCA_BR101_SUL,Palhoça,D,25-34,MODERADA,0
192196,CANASVIEIRAS,Florianópolis,C,35-44,INTENSA,0
192197,SC401_CORREDOR,Florianópolis,C,45-54,MODERADA,1
192198,JURERE,Florianópolis,B,45-54,BAIXA,0
192199,PALHOCA_BR101_SUL,Palhoça,C,25-34,MODERADA,0
192200,SC401_CORREDOR,Florianópolis,B,35-44,MODERADA,0
192201,INGLESES,Florianópolis,B,45-54,MODERADA,0
192202,SAO_JOSE_KOBRASOL,São José,C,25-34,BAIXA,0
192203,CBD_BEIRAMAR,Florianópolis,D,35-44,BAIXA,0
192204,SAO_JOSE_BARREIROS,São José,C,35-44,BAIXA,0
192205,SAO_JOSE_CENTRO,São José,B,35-44,MODERADA,1
192206,CBD_BEIRAMAR,Florianópolis,B,18-24,MODERADA,0
192207,CBD_BEIRAMAR,Florianópolis,C,35-44,MODERADA,0
192208,NORTE_ILHA,Florianópolis,C,45-54,MODERADA,0
192209,COQUEIROS,Florianópolis,B,55+,MODERADA,1
192210,CBD_BEIRAMAR,Florianópolis,C,25-34,BAIXA,1
192211,CAMPECHE,Florianópolis,C,25-34,MODERADA,0
192212,TRINDADE,Florianópolis,C,25-34,MODERADA,0
192213,PALHOCA_CENTRO,Palhoça,B,45-54,INTENSA,1
192214,COQUEIROS,Florianópolis,C,35-44,BAIXA,0
192215,SAO_JOSE_BARREIROS,São José,B,18-24,INTENSA,0
192216,COQUEIROS,Florianópolis,B,45-54,INTENSA,1
192217,PALHOCA_BR101_SUL,Palhoça,B,18-24,MODERADA,0
192218,PALHOCA_PEDRA_BRANCA,Palhoça,C,18-24,BAIXA,0
192219,ANTONIO_CARLOS,Antônio Carlos,C,18-24,INTENSA,0
192220,CAMPECHE,Florianópolis,B,18-24,INTENSA,0
192221,INGLESES,Florianópolis,B,45-54,BAIXA,0
192222,SAO_JOSE_ROCADO,São José,B,18-24,BAIXA,0
192223,LAGOA_CONCEICAO,Florianópolis,B,45-54,BAIXA,0
192224,INGLESES,Florianópolis,C,18-24,MODERADA,1
192225,ESTREITO_CAPOEIRAS,Florianópolis,A,35-44,MODERADA,0
192226,CANASVIEIRAS,Florianópolis,B,55+,INTENSA,0
192227,CENTRO_HISTORICO,Florianópolis,B,45-54,MODERADA,0
192228,RESIDENCIAL_NORTE,Florianópolis,C,35-44,MODERADA,0
192229,LAGOA_CONCEICAO,Florianópolis,C,45-54,BAIXA,0
192230,ESTREITO_CAPOEIRAS,Florianópolis,C,35-44,INTENSA,0
192231,COQUEIROS,Florianópolis,B,18-24,MODERADA,0
192232,CENTRO_HISTORICO,Florianópolis,C,18-24,MODERADA,0
192233,CBD_BEIRAMAR,Florianópolis,C,55+,MODERADA,0
192234,CENTRO_HISTORICO,Florianópolis,C,25-34,BAIXA,0
192235,CAMPECHE,Florianópolis,C,45-54,MODERADA,0
192236,CBD_BEIRAMAR,Florianópolis,D,18-24,BAIXA,0
192237,PALHOCA_CENTRO,Palhoça,C,55+,BAIXA,0
192238,SAO_JOSE_ROCADO,São José,D,25-34,MODERADA,0
192239,SAO_JOSE_ROCADO,São José,B,35-44,INTENSA,0
192240,SC401_CORREDOR,Florianópolis,A,35-44,MODERADA,1
192241,AEROPORTO_HLZ,Florianópolis,A,55+,INTENSA,0
192242,CANASVIEIRAS,Florianópolis,D,45-54,BAIXA,0
192243,AEROPORTO_HLZ,Florianópolis,B,25-34,MODERADA,1
192244,CENTRO_HISTORICO,Florianópolis,D,35-44,BAIXA,0
192245,PALHOCA_PEDRA_BRANCA,Palhoça,B,25-34,MODERADA,0
192246,SAO_JOSE_CENTRO,São José,D,55+,BAIXA,0
192247,CBD_BEIRAMAR,Florianópolis,C,18-24,MODERADA,0
192248,COQUEIROS,Florianópolis,B,45-54,BAIXA,1
192249,CBD_BEIRAMAR,Florianópolis,B,45-54,BAIXA,0
192250,SAO_JOSE_KOBRASOL,São José,D,45-54,MODERADA,0
192251,SAO_JOSE_CENTRO,São José,D,55+,MODERADA,0
192252,ESTREITO_CAPOEIRAS,Florianópolis,B,55+,BAIXA,0
192253,UFSC,Florianópolis,C,35-44,MODERADA,0
192254,COQUEIROS,Florianópolis,B,45-54,MODERADA,1
192255,GOV_CELSO_RAMOS,Governador Celso Ramos,D,55+,MODERADA,0
192256,RESIDENCIAL_NORTE,Florianópolis,C,35-44,BAIXA,0
192257,CAMPECHE,Florianópolis,C,45-54,MODERADA,0
192258,SAO_JOSE_KOBRASOL,São José,D,55+,MODERADA,0
192259,CENTRO_HISTORICO,Florianópolis,C,25-34,BAIXA,0
192260,CENTRO_HISTORICO,Florianópolis,B,18-24,INTENSA,1
192261,SC401_CORREDOR,Florianópolis,B,25-34,BAIXA,1
192262,SC401_CORREDOR,Florianópolis,D,35-44,BAIXA,0
192263,LAGOA_CONCEICAO,Florianópolis,D,45-54,BAIXA,1
192264,JURERE,Florianópolis,C,35-44,BAIXA,0
192265,RESIDENCIAL_NORTE,Florianópolis,B,25-34,MODERADA,0
192266,COQUEIROS,Florianópolis,B,45-54,BAIXA,0
192267,CBD_BEIRAMAR,Florianópolis,B,35-44,BAIXA,0
192268,BIGUACU_BR101_NORTE,Biguaçu,D,18-24,BAIXA,0
192269,CENTRO_HISTORICO,Florianópolis,D,55+,INTENSA,0
192270,SAO_JOSE_BARREIROS,São José,D,18-24,MODERADA,1
192271,CBD_BEIRAMAR,Florianópolis,D,55+,BAIXA,1
192272,JURERE,Florianópolis,C,55+,MODERADA,0
192273,PALHOCA_CENTRO,Palhoça,D,35-44,MODERADA,0
192274,SAO_JOSE_CENTRO,São José,C,25-34,INTENSA,0
192275,UFSC,Florianópolis,B,25-34,MODERADA,0
192276,CBD_BEIRAMAR,Florianópolis,B,18-24,INTENSA,0
192277,SAO_JOSE_ROCADO,São José,C,45-54,INTENSA,0
192278,SANTO_AMARO,Santo Amaro da Imperatriz,D,18-24,BAIXA,0
192279,PALHOCA_PEDRA_BRANCA,Palhoça,C,35-44,INTENSA,0
192280,SAO_JOSE_CENTRO,São José,B,25-34,BAIXA,0
192281,CBD_BEIRAMAR,Florianópolis,B,25-34,BAIXA,0
192282,CAMPECHE,Florianópolis,B,18-24,MODERADA,1
192283,TRINDADE,Florianópolis,C,35-44,MODERADA,0
192284,PALHOCA_BR101_SUL,Palhoça,C,45-54,BAIXA,0
192285,SAO_JOSE_CENTRO,São José,B,25-34,MODERADA,1
192286,CENTRO_HISTORICO,Florianópolis,C,18-24,BAIXA,0
192287,AEROPORTO_HLZ,Florianópolis,D,55+,BAIXA,0
192288,SAO_JOSE_CENTRO,São José,D,55+,BAIXA,0
192289,SAO_JOSE_ROCADO,São José,B,55+,BAIXA,0
192290,TRINDADE,Florianópolis,D,18-24,MODERADA,0
192291,SAO_JOSE_CENTRO,São José,D,25-34,BAIXA,0
192292,PALHOCA_PEDRA_BRANCA,Palhoça,C,55+,MODERADA,0
192293,PALHOCA_CENTRO,Palhoça,B,55+,MODERADA,0
192294,CENTRO_HISTORICO,Florianópolis,B,35-44,MODERADA,0
192295,ESTREITO_CAPOEIRAS,Florianópolis,C,35-44,MODERADA,0
192296,INGLESES,Florianópolis,D,35-44,BAIXA,0
192297,UFSC,Florianópolis,C,25-34,INTENSA,0
192298,TRINDADE,Florianópolis,C,55+,INTENSA,0
192299,CBD_BEIRAMAR,Florianópolis,C,45-54,MODERADA,0
192300,CAMPECHE,Florianópolis,C,45-54,BAIXA,0
192301,SAO_JOSE_BARREIROS,São José,D,55+,BAIXA,0
192302,CENTRO_HISTORICO,Florianópolis,C,55+,BAIXA,0
192303,VIA_EXPRESSA_CORREDOR,Florianópolis,B,35-44,MODERADA,0
192304,SAO_JOSE_ROCADO,São José,D,45-54,INTENSA,0
192305,PALHOCA_PEDRA_BRANCA,Palhoça,C,18-24,INTENSA,0
192306,TRINDADE,Florianópolis,C,18-24,BAIXA,0
192307,SC401_CORREDOR,Florianópolis,C,35-44,MODERADA,0
192308,CENTRO_HISTORICO,Florianópolis,B,25-34,BAIXA,0
192309,CAMPECHE,Florianópolis,D,25-34,INTENSA,0
192310,SAO_JOSE_BARREIROS,São José,C,18-24,MODERADA,0
192311,PALHOCA_PEDRA_BRANCA,Palhoça,A,55+,BAIXA,1
192312,CENTRO_HISTORICO,Florianópolis,A,45-54,INTENSA,1
192313,AEROPORTO_HLZ,Florianópolis,C,45-54,BAIXA,0
192314,TRINDADE,Florianópolis,D,18-24,BAIXA,0
192315,TRINDADE,Florianópolis,C,35-44,MODERADA,0
192316,RESIDENCIAL_NORTE,Florianópolis,C,35-44,BAIXA,0
192317,PALHOCA_BR101_SUL,Palhoça,B,35-44,BAIXA,0
192318,CBD_BEIRAMAR,Florianópolis,B,55+,INTENSA,0
192319,ESTREITO_CAPOEIRAS,Florianópolis,D,18-24,BAIXA,0
192320,COQUEIROS,Florianópolis,D,45-54,BAIXA,0
192321,SAO_JOSE_CENTRO,São José,A,55+,MODERADA,0
192322,SAO_JOSE_KOBRASOL,São José,C,55+,BAIXA,0
192323,CANASVIEIRAS,Florianópolis,C,18-24,MODERADA,0
192324,LAGOA_CONCEICAO,Florianópolis,A,55+,MODERADA,0
192325,PALHOCA_BR101_SUL,Palhoça,D,45-54,MODERADA,0
192326,PALHOCA_BR101_SUL,Palhoça,C,25-34,INTENSA,0
192327,VIA_EXPRESSA_CORREDOR,Florianópolis,B,18-24,MODERADA,0
192328,ESTREITO_CAPOEIRAS,Florianópolis,C,25-34,MODERADA,0
192329,PALHOCA_BR101_SUL,Palhoça,C,35-44,MODERADA,0
192330,SAO_JOSE_ROCADO,São José,C,25-34,MODERADA,0
192331,AEROPORTO_HLZ,Florianópolis,D,55+,BAIXA,1
192332,SAO_JOSE_CENTRO,São José,D,18-24,BAIXA,0
192333,COQUEIROS,Florianópolis,D,45-54,MODERADA,0
192334,JURERE,Florianópolis,B,45-54,BAIXA,0
192335,CAMPECHE,Florianópolis,A,25-34,MODERADA,0
192336,CANASVIEIRAS,Florianópolis,C,35-44,INTENSA,0
192337,INGLESES,Florianópolis,C,35-44,INTENSA,0
192338,CAMPECHE,Florianópolis,C,18-24,MODERADA,0
192339,PALHOCA_BR101_SUL,Palhoça,C,18-24,BAIXA,0
192340,SAO_JOSE_CENTRO,São José,C,25-34,BAIXA,0
192341,AEROPORTO_HLZ,Florianópolis,B,45-54,BAIXA,0
192342,COQUEIROS,Florianópolis,D,18-24,MODERADA,0
192343,SAO_JOSE_KOBRASOL,São José,B,25-34,MODERADA,0
192344,SAO_JOSE_BARREIROS,São José,C,45-54,INTENSA,0
192345,SAO_JOSE_BARREIROS,São José,B,45-54,MODERADA,1
192346,SC401_CORREDOR,Florianópolis,D,25-34,BAIXA,0
192347,SAO_JOSE_BARREIROS,São José,C,25-34,MODERADA,0
192348,CENTRO_HISTORICO,Florianópolis,C,25-34,MODERADA,0
192349,SAO_JOSE_BARREIROS,São José,B,25-34,BAIXA,0
192350,SAO_JOSE_KOBRASOL,São José,C,55+,BAIXA,1
192351,COQUEIROS,Florianópolis,A,55+,MODERADA,1
192352,SAO_JOSE_BARREIROS,São José,C,45-54,BAIXA,0
192353,SANTO_AMARO,Santo Amaro da Imperatriz,C,18-24,MODERADA,0
192354,PALHOCA_CENTRO,Palhoça,C,18-24,MODERADA,0
192355,LAGOA_CONCEICAO,Florianópolis,B,45-54,MODERADA,1
192356,CENTRO_HISTORICO,Florianópolis,D,45-54,MODERADA,0
192357,CBD_BEIRAMAR,Florianópolis,B,18-24,INTENSA,1
192358,SAO_JOSE_CENTRO,São José,C,18-24,MODERADA,1
192359,UFSC,Florianópolis,C,55+,BAIXA,0
192360,COQUEIROS,Florianópolis,C,18-24,INTENSA,1
192361,PALHOCA_PEDRA_BRANCA,Palhoça,D,45-54,BAIXA,0
192362,TRINDADE,Florianópolis,D,25-34,INTENSA,0
192363,COQUEIROS,Florianópolis,B,35-44,BAIXA,0
192364,SAO_JOSE_CENTRO,São José,B,35-44,BAIXA,1
192365,PALHOCA_CENTRO,Palhoça,B,55+,MODERADA,1
192366,CAMPECHE,Florianópolis,D,35-44,MODERADA,0
192367,TRINDADE,Florianópolis,C,18-24,MODERADA,0
192368,PALHOCA_CENTRO,Palhoça,C,35-44,BAIXA,0
192369,BIGUACU_BR101_NORTE,Biguaçu,D,55+,MODERADA,0
192370,SAO_JOSE_CENTRO,São José,D,35-44,INTENSA,0
192371,PALHOCA_BR101_SUL,Palhoça,B,25-34,INTENSA,0
192372,LAGOA_CONCEICAO,Florianópolis,C,25-34,MODERADA,0
192373,RESIDENCIAL_NORTE,Florianópolis,D,55+,INTENSA,1
192374,TRINDADE,Florianópolis,D,18-24,MODERADA,0
192375,SAO_JOSE_ROCADO,São José,C,55+,MODERADA,0
192376,RESIDENCIAL_NORTE,Florianópolis,C,18-24,MODERADA,0
192377,CENTRO_HISTORICO,Florianópolis,C,18-24,MODERADA,0
192378,TRINDADE,Florianópolis,A,18-24,BAIXA,0
192379,CENTRO_HISTORICO,Florianópolis,D,55+,MODERADA,0
192380,COQUEIROS,Florianópolis,B,18-24,MODERADA,0
192381,SAO_JOSE_BARREIROS,São José,B,18-24,MODERADA,1
192382,TRINDADE,Florianópolis,C,25-34,BAIXA,0
192383,AEROPORTO_HLZ,Florianópolis,C,35-44,MODERADA,0
192384,CAMPECHE,Florianópolis,C,35-44,MODERADA,0
192385,TRINDADE,Florianópolis,B,25-34,BAIXA,0
192386,SANTO_AMARO,Santo Amaro da Imperatriz,D,55+,INTENSA,0
192387,TRINDADE,Florianópolis,C,45-54,BAIXA,0
192388,PALHOCA_BR101_SUL,Palhoça,B,45-54,INTENSA,1
192389,CANASVIEIRAS,Florianópolis,D,18-24,MODERADA,0
192390,JURERE,Florianópolis,B,55+,MODERADA,1
192391,INGLESES,Florianópolis,B,55+,BAIXA,0
192392,SC401_CORREDOR,Florianópolis,A,18-24,MODERADA,0
192393,CBD_BEIRAMAR,Florianópolis,B,25-34,INTENSA,0
192394,CENTRO_HISTORICO,Florianópolis,A,35-44,INTENSA,0
192395,COQUEIROS,Florianópolis,B,45-54,MODERADA,1
192396,TRINDADE,Florianópolis,C,45-54,INTENSA,0
192397,RESIDENCIAL_NORTE,Florianópolis,B,18-24,INTENSA,1
192398,SAO_JOSE_CENTRO,São José,D,45-54,BAIXA,0
192399,SAO_JOSE_ROCADO,São José,B,55+,MODERADA,0
192400,ESTREITO_CAPOEIRAS,Florianópolis,B,18-24,BAIXA,1
192401,SAO_JOSE_ROCADO,São José,B,25-34,MODERADA,0
192402,SAO_JOSE_CENTRO,São José,C,25-34,MODERADA,0
192403,CENTRO_HISTORICO,Florianópolis,D,25-34,MODERADA,0
192404,CAMPECHE,Florianópolis,B,55+,BAIXA,0
192405,INGLESES,Florianópolis,D,25-34,BAIXA,1
192406,CENTRO_HISTORICO,Florianópolis,C,45-54,MODERADA,0
192407,LAGOA_CONCEICAO,Florianópolis,D,55+,INTENSA,0
192408,SAO_JOSE_CENTRO,São José,C,18-24,BAIXA,1
192409,SAO_JOSE_BARREIROS,São José,C,25-34,INTENSA,0
192410,SAO_JOSE_CENTRO,São José,C,18-24,BAIXA,0
192411,SAO_JOSE_KOBRASOL,São José,B,55+,INTENSA,0
192412,PALHOCA_PEDRA_BRANCA,Palhoça,D,55+,INTENSA,0
192413,CAMPECHE,Florianópolis,C,35-44,BAIXA,0
192414,BIGUACU_BR101_NORTE,Biguaçu,B,35-44,MODERADA,1
192415,GOV_CELSO_RAMOS,Governador Celso Ramos,C,25-34,MODERADA,0
192416,CBD_BEIRAMAR,Florianópolis,C,55+,MODERADA,0
192417,SC401_CORREDOR,Florianópolis,C,25-34,MODERADA,0
192418,SC401_CORREDOR,Florianópolis,C,55+,MODERADA,0
192419,CBD_BEIRAMAR,Florianópolis,C,25-34,BAIXA,0
192420,SC401_CORREDOR,Florianópolis,A,55+,BAIXA,1
192421,UFSC,Florianópolis,B,25-34,MODERADA,1
192422,CBD_BEIRAMAR,Florianópolis,B,45-54,BAIXA,1
192423,SC401_CORREDOR,Florianópolis,C,18-24,MODERADA,0
192424,CBD_BEIRAMAR,Florianópolis,D,18-24,BAIXA,0
192425,CAMPECHE,Florianópolis,C,55+,INTENSA,0
192426,CENTRO_HISTORICO,Florianópolis,A,35-44,MODERADA,1
192427,SANTO_AMARO,Santo Amaro da Imperatriz,B,35-44,MODERADA,0
192428,CENTRO_HISTORICO,Florianópolis,C,25-34,BAIXA,0
192429,RESIDENCIAL_NORTE,Florianópolis,B,45-54,MODERADA,0
192430,RESIDENCIAL_NORTE,Florianópolis,A,25-34,BAIXA,0
192431,JURERE,Florianópolis,C,25-34,BAIXA,0
192432,INGLESES,Florianópolis,B,45-54,MODERADA,1
192433,NORTE_ILHA,Florianópolis,B,35-44,MODERADA,1
